Age,Occupation,Annual_Income,Num_Bank_Accounts,Num_Credit_Card,Interest_Rate,Num_of_Loan,Delay_from_due_date,Num_of_Delayed_Payment,Num_Credit_Inquiries,Credit_Mix,Outstanding_Debt,Credit_Utilization_Ratio,Credit_History_Age,Credit_Score
26,Entrepreneur,44620,7,4,0.1,1,27,16,6,Standard,1280,0.31,341,1
26,Entrepreneur,44620,7,4,0.1,1,27,16,6,Standard,1280,0.41,343,1
27,Entrepreneur,44620,7,4,0.1,1,25,14,6,Standard,1280,0.37,345,1
27,Entrepreneur,44620,7,4,0.1,1,24,17,6,Standard,1280,0.29,347,1
27,Mechanic,35540,3,5,0.02,2,6,0,1,Good,1148,0.25,377,2
27,Mechanic,35540,3,5,0.02,2,6,0,1,Good,1148,0.31,378,2
27,Mechanic,35540,3,5,0.02,2,6,0,1,Good,1148,0.24,379,2
27,Mechanic,35540,3,5,0.02,2,5,0,1,Good,1148,0.23,380,2
27,Mechanic,35540,3,5,0.02,2,6,0,1,Good,1148,0.38,381,2
27,Mechanic,35540,3,5,0.02,2,6,0,1,Good,1148,0.29,382,2
27,Mechanic,35540,3,5,0.02,2,10,0,1,Good,1148,0.35,383,2
35,Writer,63978,7,7,0.17,4,17,7,7,Standard,947,0.29,374,1
35,Writer,63978,7,7,0.17,4,20,8,7,Standard,947,0.39,375,1
35,Writer,63978,7,7,0.17,4,20,8,7,Standard,947,0.37,376,1
50,Entrepreneur,64871,5,5,0.05,2,14,2,0,Good,34,0.39,280,2
51,Entrepreneur,64871,5,5,0.05,2,14,2,0,Good,34,0.34,286,2
30,Manager,89256,8,5,0.15,0,13,7,0,Standard,49,0.31,249,1
31,Manager,89256,8,5,0.15,0,13,10,0,Standard,49,0.33,250,1
31,Manager,89256,8,5,0.15,0,13,10,0,Standard,49,0.27,251,1
31,Manager,89256,8,5,0.15,0,17,10,0,Standard,49,0.33,252,1
31,Manager,89256,8,5,0.15,0,13,10,0,Standard,49,0.27,253,1
25,Writer,17164,8,7,0.3,4,46,12,9,Standard,2186,0.25,127,0
25,Writer,17164,8,7,0.3,4,46,12,12,Standard,2186,0.33,129,0
25,Writer,17164,8,7,0.3,4,51,14,12,Standard,2186,0.39,133,0
25,Writer,17164,8,7,0.3,4,49,12,12,Standard,2186,0.35,134,0
23,Entrepreneur,170502,1,5,0.09,2,2,4,3,Good,334,0.38,295,1
24,Entrepreneur,170502,1,5,0.09,2,2,4,3,Good,334,0.37,296,1
24,Entrepreneur,170502,1,5,0.09,2,2,4,3,Good,334,0.32,297,1
24,Entrepreneur,170502,1,5,0.09,2,2,4,3,Good,334,0.31,299,2
24,Entrepreneur,170502,1,5,0.09,2,2,1,3,Good,334,0.27,302,1
55,Entrepreneur,60244,6,6,0.02,3,29,15,0,Good,989,0.33,267,2
55,Entrepreneur,60244,6,6,0.02,3,29,18,3,Good,989,0.35,269,2
47,Media_Manager,16520,4,1,0.08,2,1,5,3,Good,841,0.38,194,2
47,Media_Manager,16520,4,1,0.08,2,0,5,3,Good,841,0.29,195,2
47,Media_Manager,16520,4,1,0.08,2,4,5,3,Good,841,0.28,196,2
47,Media_Manager,16520,4,1,0.08,2,1,5,3,Good,841,0.37,197,2
47,Media_Manager,16520,4,1,0.08,2,1,4,3,Good,841,0.37,198,2
47,Media_Manager,16520,4,1,0.08,2,1,6,8,Good,841,0.31,201,2
30,Developer,20127,7,8,0.23,6,55,22,6,Bad,2697,0.37,65,1
30,Developer,20127,7,8,0.23,6,54,22,6,Bad,2697,0.38,66,1
30,Developer,20127,7,8,0.23,6,58,22,8,Bad,2697,0.36,69,1
30,Developer,20127,7,8,0.23,6,52,22,8,Bad,2697,0.32,71,1
30,Architect,28866,10,5,0.29,9,19,17,6,Bad,1587,0.33,118,0
31,Architect,28866,10,5,0.29,9,19,17,6,Bad,1587,0.24,119,1
31,Architect,28866,10,5,0.29,9,18,19,6,Bad,1587,0.32,120,1
26,Mechanic,15475,6,7,0.13,7,8,13,4,Standard,1948,0.24,166,1
26,Mechanic,15475,6,7,0.13,7,13,14,4,Standard,1948,0.3,167,1
26,Mechanic,15475,6,7,0.13,7,8,16,4,Standard,1948,0.25,168,1
26,Mechanic,15475,6,7,0.13,7,8,13,4,Standard,1948,0.37,169,1
27,Mechanic,15475,6,7,0.13,7,12,10,4,Standard,1948,0.39,171,1
27,Mechanic,15475,6,7,0.13,7,8,13,4,Standard,1948,0.37,173,1
32,Journalist,77047,2,4,0.11,1,13,4,1,Good,952,0.38,325,1
32,Journalist,77047,2,4,0.11,1,12,1,1,Good,952,0.23,326,2
32,Journalist,77047,2,4,0.11,1,13,1,1,Good,952,0.35,328,1
49,Scientist,101855,3,3,0.08,0,12,3,1,Good,1371,0.29,230,1
49,Scientist,101855,3,3,0.08,0,12,3,1,Good,1371,0.39,232,1
49,Scientist,101855,3,3,0.08,0,12,1,1,Good,1371,0.44,233,1
49,Scientist,101855,3,3,0.08,0,12,0,1,Good,1371,0.33,235,1
43,Media_Manager,24688,8,4,0.09,1,20,15,7,Standard,1014,0.24,279,1
43,Media_Manager,24688,8,4,0.09,1,20,17,7,Standard,1014,0.28,280,1
34,Lawyer,28070,3,3,0.12,4,21,17,7,Standard,1483,0.29,101,1
34,Lawyer,28070,3,3,0.12,4,18,17,7,Standard,1483,0.38,102,0
35,Lawyer,28070,3,3,0.12,4,16,18,7,Standard,1483,0.28,104,1
35,Lawyer,28070,3,3,0.12,4,16,17,7,Standard,1483,0.27,106,1
35,Lawyer,28070,3,3,0.12,4,12,17,7,Standard,1483,0.3,108,1
27,Scientist,18060,8,7,0.23,3,34,23,7,Bad,1384,0.27,206,0
27,Scientist,18060,8,7,0.23,3,29,25,7,Bad,1384,0.31,207,1
27,Scientist,18060,8,7,0.23,3,29,25,7,Bad,1384,0.34,208,1
27,Scientist,18060,8,7,0.23,3,28,25,7,Bad,1384,0.28,210,0
27,Scientist,18060,8,7,0.23,3,24,24,7,Bad,1384,0.28,212,0
44,Scientist,32394,6,4,0.08,4,25,20,6,Standard,475,0.31,215,1
45,Scientist,32394,6,4,0.08,4,26,22,6,Standard,475,0.32,219,1
45,Scientist,32394,6,4,0.08,4,25,20,6,Standard,475,0.29,220,1
31,Scientist,145056,4,5,0.11,6,8,14,4,Standard,529,0.34,65,1
31,Scientist,145056,4,5,0.11,6,10,13,4,Standard,529,0.38,66,1
31,Scientist,145056,4,5,0.11,6,12,14,9,Standard,529,0.39,67,1
31,Scientist,145056,4,5,0.11,6,14,13,9,Standard,529,0.28,69,2
31,Scientist,145056,4,5,0.11,6,9,14,9,Standard,529,0.34,71,1
23,Teacher,33271,8,10,0.23,4,57,15,6,Standard,1585,0.26,115,1
24,Teacher,33271,8,10,0.23,4,54,15,6,Standard,1585,0.26,118,0
24,Teacher,33271,8,10,0.23,4,58,15,6,Standard,1585,0.38,120,0
24,Teacher,33271,8,10,0.23,4,58,15,6,Standard,1585,0.36,121,0
55,Journalist,79710,3,4,0.16,3,21,12,4,Standard,109,0.26,391,1
55,Journalist,79710,3,4,0.16,3,21,12,4,Standard,109,0.42,392,1
56,Journalist,79710,3,4,0.16,3,21,14,4,Standard,109,0.37,396,1
56,Journalist,79710,3,4,0.16,3,21,12,4,Standard,109,0.27,397,1
56,Journalist,79710,3,4,0.16,3,21,13,4,Standard,109,0.27,398,1
33,Journalist,65635,7,7,0.2,5,46,17,6,Bad,1250,0.29,146,0
33,Journalist,65635,7,7,0.2,5,50,19,6,Bad,1250,0.32,148,0
33,Journalist,65635,7,7,0.2,5,40,17,6,Bad,1250,0.28,149,0
34,Journalist,65635,7,7,0.2,5,45,17,6,Bad,1250,0.27,151,0
34,Journalist,65635,7,7,0.2,5,40,16,8,Bad,1250,0.26,153,0
29,Manager,8453,9,7,0.18,5,31,17,10,Bad,2314,0.3,184,1
29,Manager,8453,9,7,0.18,5,35,17,10,Bad,2314,0.3,185,0
29,Manager,8453,9,7,0.18,5,32,17,10,Bad,2314,0.23,190,1
41,Media_Manager,106602,7,5,0.12,2,25,22,4,Standard,962,0.37,360,1
41,Media_Manager,106602,7,5,0.12,2,30,19,5,Standard,962,0.32,362,1
41,Media_Manager,106602,7,5,0.12,2,28,19,5,Standard,962,0.42,363,1
41,Media_Manager,106602,7,5,0.12,2,28,19,5,Standard,962,0.26,364,1
41,Media_Manager,106602,7,5,0.12,2,28,18,5,Standard,962,0.25,365,1
37,Teacher,56227,8,8,0.22,5,57,23,12,Bad,2557,0.29,139,2
37,Teacher,56227,8,8,0.22,5,67,22,12,Bad,2557,0.36,140,2
38,Teacher,56227,8,8,0.22,5,62,23,14,Bad,2557,0.35,142,2
38,Teacher,56227,8,8,0.22,5,62,23,14,Bad,2557,0.31,143,1
43,Musician,55735,7,4,0.14,3,6,14,1,Standard,48,0.4,298,1
43,Musician,55735,7,4,0.14,3,6,14,1,Standard,48,0.26,299,1
43,Musician,55735,7,4,0.14,3,6,14,1,Standard,48,0.27,300,1
43,Musician,55735,7,4,0.14,3,6,14,1,Standard,48,0.34,301,1
43,Musician,55735,7,4,0.14,3,6,14,1,Standard,48,0.28,302,1
43,Musician,55735,7,4,0.14,3,6,13,1,Standard,48,0.32,303,1
23,Writer,57829,4,3,0.12,2,13,15,7,Standard,170,0.4,331,1
23,Writer,57829,4,3,0.12,2,8,13,7,Standard,170,0.35,332,1
23,Writer,57829,4,3,0.12,2,13,12,7,Standard,170,0.33,333,1
24,Writer,57829,4,3,0.12,2,9,13,7,Standard,170,0.33,334,1
38,Media_Manager,14388,6,8,0.25,8,19,24,12,Bad,3852,0.27,9,1
38,Media_Manager,14388,6,8,0.25,8,19,24,12,Bad,3852,0.26,10,1
39,Media_Manager,14388,6,8,0.25,8,19,23,12,Bad,3852,0.3,12,1
51,Media_Manager,40639,1,1,0.03,0,0,0,4,Good,853,0.31,278,2
51,Media_Manager,40639,1,1,0.03,0,0,0,4,Good,853,0.34,279,2
51,Media_Manager,40639,1,1,0.03,0,0,3,4,Good,853,0.33,281,2
51,Media_Manager,40639,1,1,0.03,0,0,0,4,Good,853,0.3,284,2
54,Doctor,114597,7,6,0.04,4,28,6,0,Good,926,0.28,374,0
55,Doctor,114597,7,6,0.04,4,28,8,2,Good,926,0.25,378,0
55,Doctor,114597,7,6,0.04,4,32,8,2,Good,926,0.26,381,0
26,Media_Manager,15591,5,7,0.26,2,5,15,10,Standard,1314,0.32,74,0
26,Media_Manager,15591,5,7,0.26,2,5,12,13,Standard,1314,0.33,75,0
26,Media_Manager,15591,5,7,0.26,2,5,15,13,Standard,1314,0.39,76,0
26,Media_Manager,15591,5,7,0.26,2,5,15,13,Standard,1314,0.37,77,0
26,Media_Manager,15591,5,7,0.26,2,5,16,13,Standard,1314,0.25,79,0
27,Media_Manager,15591,5,7,0.26,2,5,15,13,Standard,1314,0.23,81,0
38,Mechanic,21114,4,7,0.12,1,13,8,3,Good,895,0.3,346,0
38,Mechanic,21114,4,7,0.12,1,13,8,3,Good,895,0.33,347,0
38,Mechanic,21114,4,7,0.12,1,13,9,3,Good,895,0.26,350,1
38,Mechanic,21114,4,7,0.12,1,13,8,8,Good,895,0.25,352,1
35,Accountant,8940,7,9,0.18,6,31,25,6,Bad,2558,0.3,49,0
35,Accountant,8940,7,9,0.18,6,34,25,9,Bad,2558,0.3,51,1
35,Accountant,8940,7,9,0.18,6,34,25,9,Bad,2558,0.37,52,0
35,Accountant,8940,7,9,0.18,6,34,25,9,Bad,2558,0.29,53,0
35,Accountant,8940,7,9,0.18,6,34,25,9,Bad,2558,0.34,55,0
35,Accountant,8940,7,9,0.18,6,34,25,9,Bad,2558,0.26,56,0
30,Architect,45012,4,3,0.09,4,11,21,5,Standard,1847,0.4,242,1
30,Architect,45012,4,3,0.09,4,11,19,5,Standard,1847,0.22,245,2
30,Architect,45012,4,3,0.09,4,11,19,5,Standard,1847,0.24,248,2
34,Architect,60195,0,5,0.03,2,9,6,3,Good,376,0.38,358,1
34,Architect,60195,0,5,0.03,2,9,4,3,Good,376,0.33,360,1
34,Architect,60195,0,5,0.03,2,4,6,3,Good,376,0.24,361,1
34,Architect,60195,0,5,0.03,2,14,3,3,Good,376,0.32,363,1
28,Accountant,10172,10,8,0.33,6,20,16,9,Standard,2054,0.35,113,0
29,Accountant,10172,10,8,0.33,6,20,16,9,Standard,2054,0.26,114,0
29,Accountant,10172,10,8,0.33,6,20,16,9,Standard,2054,0.38,115,0
29,Accountant,10172,10,8,0.33,6,20,16,13,Standard,2054,0.24,117,0
37,Doctor,31680,6,6,0.26,3,20,18,10,Bad,1280,0.38,91,0
37,Doctor,31680,6,6,0.26,3,20,18,10,Bad,1280,0.29,93,0
38,Doctor,31680,6,6,0.26,3,17,18,12,Bad,1280,0.34,96,1
27,Developer,9389,7,9,0.34,9,16,22,7,Bad,2858,0.28,130,0
27,Developer,9389,7,9,0.34,9,16,22,11,Bad,2858,0.25,131,0
28,Developer,9389,7,9,0.34,9,16,24,11,Bad,2858,0.36,135,0
28,Developer,9389,7,9,0.34,9,19,22,11,Bad,2858,0.35,136,0
38,Lawyer,32200,9,5,0.17,7,40,16,10,Bad,2121,0.33,97,1
38,Lawyer,32200,9,5,0.17,7,40,14,10,Bad,2121,0.37,98,1
38,Lawyer,32200,9,5,0.17,7,40,18,10,Bad,2121,0.32,100,0
38,Lawyer,32200,9,5,0.17,7,40,19,10,Bad,2121,0.26,101,0
32,Writer,62574,10,8,0.16,8,36,16,11,Bad,3697,0.22,148,1
26,Musician,21440,5,3,0.09,3,25,10,1,Standard,969,0.35,392,1
26,Musician,21440,5,3,0.09,3,27,8,1,Standard,969,0.33,394,1
26,Musician,21440,5,3,0.09,3,27,6,1,Standard,969,0.34,395,1
27,Musician,21440,5,3,0.09,3,23,8,3,Standard,969,0.38,397,1
27,Musician,21440,5,3,0.09,3,27,9,3,Standard,969,0.28,398,1
40,Scientist,15366,4,4,0.15,1,27,16,0,Standard,189,0.38,352,1
40,Scientist,15366,4,4,0.15,1,30,13,0,Standard,189,0.31,353,1
40,Scientist,15366,4,4,0.15,1,27,13,0,Standard,189,0.27,354,1
40,Scientist,15366,4,4,0.15,1,24,13,0,Standard,189,0.33,355,1
40,Scientist,15366,4,4,0.15,1,27,16,0,Standard,189,0.27,356,1
23,Developer,47504,8,7,0.28,6,47,21,8,Bad,2515,0.39,134,1
24,Developer,47504,8,7,0.28,6,47,17,8,Bad,2515,0.4,135,0
24,Developer,47504,8,7,0.28,6,49,18,8,Bad,2515,0.25,136,0
24,Developer,47504,8,7,0.28,6,47,18,8,Bad,2515,0.32,137,0
24,Developer,47504,8,7,0.28,6,47,19,8,Bad,2515,0.23,139,0
43,Doctor,10389,3,6,0.24,6,5,18,8,Standard,1909,0.31,163,0
43,Doctor,10389,3,6,0.24,6,5,18,8,Standard,1909,0.28,164,0
43,Doctor,10389,3,6,0.24,6,5,21,8,Standard,1909,0.3,167,0
43,Doctor,10389,3,6,0.24,6,5,18,8,Standard,1909,0.35,168,0
43,Doctor,10389,3,6,0.24,6,3,20,8,Standard,1909,0.3,169,0
43,Doctor,10389,3,6,0.24,6,2,18,8,Standard,1909,0.36,170,0
22,Entrepreneur,15777,0,4,0.12,1,8,12,4,Good,1026,0.25,381,2
23,Entrepreneur,15777,0,4,0.12,1,12,12,4,Good,1026,0.4,384,2
40,Developer,10079,9,6,0.26,9,32,22,11,Bad,3459,0.35,121,0
40,Developer,10079,9,6,0.26,9,31,23,11,Bad,3459,0.24,122,0
40,Developer,10079,9,6,0.26,9,36,25,11,Bad,3459,0.36,123,0
40,Developer,10079,9,6,0.26,9,36,25,11,Bad,3459,0.33,126,0
40,Developer,10079,9,6,0.26,9,36,25,11,Bad,3459,0.34,127,0
22,Architect,66519,5,3,0.08,2,26,11,2,Standard,64,0.38,208,1
23,Architect,66519,5,3,0.08,2,21,14,2,Standard,64,0.23,209,1
23,Architect,66519,5,3,0.08,2,21,11,2,Standard,64,0.35,210,1
51,Manager,36868,6,4,0.03,0,34,20,4,Good,1360,0.26,308,2
51,Manager,36868,6,4,0.03,0,29,20,4,Good,1360,0.39,309,2
51,Manager,36868,6,4,0.03,0,33,19,4,Good,1360,0.24,312,1
51,Manager,36868,6,4,0.03,0,30,20,4,Good,1360,0.35,315,1
33,Journalist,43549,7,5,0.24,9,27,24,6,Bad,4639,0.29,146,1
33,Journalist,43549,7,5,0.24,9,27,23,6,Bad,4639,0.37,148,1
34,Journalist,43549,7,5,0.24,9,27,23,6,Bad,4639,0.27,149,1
34,Journalist,43549,7,5,0.24,9,27,23,6,Bad,4639,0.28,152,1
28,Musician,126732,8,6,0.16,4,7,9,3,Standard,18,0.37,287,1
28,Musician,126732,7,5,0.16,4,10,9,3,Standard,18,0.29,288,1
28,Musician,126732,7,5,0.16,4,7,6,3,Standard,18,0.37,289,1
28,Musician,126732,7,5,0.16,4,7,9,3,Standard,18,0.32,290,1
28,Musician,126732,7,5,0.16,4,7,9,3,Standard,18,0.28,291,1
42,Journalist,104946,3,3,0.11,4,1,3,3,Good,1349,0.38,202,1
42,Journalist,104946,3,3,0.11,4,5,5,3,Good,1349,0.39,204,1
42,Journalist,104946,3,3,0.11,4,1,4,3,Good,1349,0.25,206,1
42,Journalist,104946,3,3,0.11,4,1,5,3,Good,1349,0.34,208,2
42,Journalist,104946,3,3,0.11,4,1,5,3,Good,1349,0.38,209,2
37,Engineer,128502,1,4,0.11,0,2,7,8,Good,1422,0.29,259,1
37,Engineer,128502,1,4,0.11,0,5,7,8,Good,1422,0.43,261,2
37,Engineer,128502,1,4,0.11,0,2,5,8,Good,1422,0.39,262,2
25,Mechanic,8898,8,10,0.33,7,52,8,8,Standard,2665,0.27,76,0
26,Mechanic,8898,8,10,0.33,7,52,8,8,Standard,2665,0.26,77,0
26,Mechanic,8898,8,10,0.33,7,52,10,8,Standard,2665,0.37,79,0
26,Mechanic,8898,8,10,0.33,7,52,8,8,Standard,2665,0.25,81,0
26,Mechanic,8898,8,10,0.33,7,52,8,10,Standard,2665,0.39,82,0
22,Writer,62458,8,6,0.2,4,12,12,7,Standard,1215,0.37,233,1
22,Writer,62458,8,6,0.2,4,14,12,7,Standard,1215,0.25,235,1
23,Writer,62458,8,6,0.2,4,12,12,7,Standard,1215,0.37,237,2
23,Writer,62458,8,6,0.2,4,12,10,7,Standard,1215,0.34,239,2
23,Writer,62458,8,6,0.2,4,12,12,7,Standard,1215,0.25,240,2
51,Engineer,34188,5,6,0.17,0,14,18,3,Standard,34,0.4,345,1
51,Engineer,34188,5,6,0.17,0,16,18,3,Standard,34,0.4,347,1
51,Engineer,34188,5,6,0.17,0,14,20,3,Standard,34,0.29,348,1
51,Engineer,34188,5,6,0.17,0,14,18,8,Standard,34,0.27,349,2
32,Lawyer,51568,6,10,0.26,5,27,15,8,Bad,2620,0.23,116,1
32,Lawyer,51568,6,10,0.26,5,32,18,11,Bad,2620,0.33,120,1
32,Lawyer,51568,6,10,0.26,5,27,15,11,Bad,2620,0.32,121,1
21,Scientist,21595,5,7,0.07,1,9,2,2,Good,655,0.3,256,0
21,Scientist,21595,5,7,0.07,1,9,2,4,Good,655,0.39,258,1
21,Scientist,21595,5,7,0.07,1,9,1,4,Good,655,0.26,260,0
22,Scientist,21595,5,7,0.07,1,9,2,4,Good,655,0.34,263,0
38,Teacher,26029,3,7,0.12,2,9,20,0,Standard,412,0.32,296,1
38,Teacher,26029,3,7,0.12,2,9,18,0,Standard,412,0.36,298,1
38,Teacher,26029,3,7,0.12,2,9,18,0,Standard,412,0.31,301,2
34,Accountant,107808,4,7,0.19,4,4,18,4,Standard,483,0.38,365,1
34,Accountant,107808,4,7,0.19,4,8,19,4,Standard,483,0.4,366,1
34,Accountant,107808,4,7,0.19,4,8,20,6,Standard,483,0.26,367,1
34,Accountant,107808,4,7,0.19,4,3,20,6,Standard,483,0.34,369,1
35,Accountant,107808,4,7,0.19,4,8,20,6,Standard,483,0.24,372,2
37,Lawyer,86418,1,3,0.06,3,5,9,0,Good,487,0.31,341,2
48,Media_Manager,18290,8,4,0.14,1,28,19,3,Standard,527,0.26,370,1
48,Media_Manager,18290,8,4,0.14,1,27,17,3,Standard,527,0.37,374,1
22,Musician,9400,7,8,0.22,5,31,19,16,Bad,4505,0.36,84,1
22,Musician,9400,7,8,0.22,5,32,19,16,Bad,4505,0.33,85,1
22,Musician,9400,7,8,0.22,5,32,19,16,Bad,4505,0.4,86,1
22,Musician,9400,7,8,0.22,5,32,21,16,Bad,4505,0.33,87,1
22,Musician,9400,7,8,0.22,5,32,17,16,Bad,4505,0.37,88,1
31,Scientist,9900,7,9,0.27,2,30,10,8,Standard,1784,0.25,224,0
31,Scientist,9900,7,9,0.27,2,31,6,8,Standard,1784,0.26,225,0
31,Scientist,9900,7,9,0.27,2,28,8,8,Standard,1784,0.35,226,0
31,Scientist,9900,7,9,0.27,2,31,8,8,Standard,1784,0.29,227,0
31,Scientist,9900,7,9,0.27,2,31,8,8,Standard,1784,0.34,228,0
31,Scientist,9900,7,9,0.27,2,31,8,8,Standard,1784,0.27,229,1
22,Teacher,17916,9,9,0.18,7,59,17,12,Bad,4751,0.31,129,1
23,Teacher,17916,9,9,0.18,7,61,19,12,Bad,4751,0.3,133,1
23,Teacher,17916,9,9,0.18,7,61,19,12,Bad,4751,0.32,134,1
23,Teacher,17916,9,9,0.18,7,61,19,12,Bad,4751,0.36,135,1
29,Engineer,17271,8,3,0.05,1,14,20,0,Good,899,0.23,386,2
30,Engineer,17271,8,3,0.05,1,14,17,0,Good,899,0.23,389,2
30,Engineer,17271,8,3,0.05,1,14,18,0,Good,899,0.29,390,2
30,Engineer,17271,8,3,0.05,1,14,15,0,Good,899,0.36,392,2
30,Engineer,17271,8,3,0.05,1,14,18,0,Good,899,0.32,393,2
21,Mechanic,15620,4,6,0.04,0,8,1,2,Good,814,0.24,186,0
21,Mechanic,15620,4,6,0.04,0,7,1,5,Good,814,0.29,190,0
37,Lawyer,133180,1,6,0.04,0,13,10,1,Good,676,0.33,380,1
37,Lawyer,133180,1,6,0.04,0,13,10,1,Good,676,0.29,381,1
38,Lawyer,133180,1,6,0.04,0,13,10,1,Good,676,0.31,384,2
38,Lawyer,133180,1,6,0.04,0,13,10,1,Good,676,0.34,386,1
22,Engineer,9968,8,6,0.31,6,32,24,6,Bad,1756,0.38,237,0
22,Engineer,9968,8,6,0.31,6,32,24,6,Bad,1756,0.36,239,0
22,Engineer,9968,8,6,0.31,6,32,24,6,Bad,1756,0.33,241,0
22,Engineer,9968,8,6,0.31,6,27,24,6,Bad,1756,0.29,242,0
52,Writer,105295,2,3,0.07,4,1,0,6,Good,321,0.28,329,1
52,Writer,105295,2,3,0.07,4,6,2,6,Good,321,0.41,332,1
52,Writer,105295,2,3,0.07,4,6,2,6,Good,321,0.35,334,0
53,Writer,105295,2,3,0.07,4,6,0,6,Good,321,0.28,335,0
43,Writer,68611,3,3,0.05,2,14,0,2,Good,1116,0.32,226,1
43,Writer,68611,3,3,0.05,2,18,2,2,Good,1116,0.29,228,0
43,Writer,68611,3,3,0.05,2,17,0,2,Good,1116,0.24,229,0
44,Writer,68611,3,3,0.05,2,19,0,2,Good,1116,0.31,231,0
27,Writer,30738,3,7,0.03,1,8,13,3,Standard,645,0.28,375,1
27,Writer,30738,3,7,0.03,1,8,13,3,Standard,645,0.3,376,1
27,Writer,30738,3,7,0.03,1,8,14,3,Standard,645,0.33,378,1
27,Writer,30738,3,7,0.03,1,8,13,3,Standard,645,0.31,379,1
27,Writer,30738,3,7,0.03,1,7,16,3,Standard,645,0.33,380,1
27,Writer,30738,3,7,0.03,1,7,13,3,Standard,645,0.37,381,1
27,Architect,7187,8,8,0.22,5,32,27,9,Bad,1438,0.31,92,0
27,Architect,7187,8,8,0.22,5,32,25,9,Bad,1438,0.26,93,1
27,Architect,7187,8,8,0.22,5,37,23,9,Bad,1438,0.41,94,0
28,Architect,7187,8,8,0.22,5,32,25,9,Bad,1438,0.28,96,0
28,Architect,7187,8,8,0.22,5,32,25,9,Bad,1438,0.4,97,0
28,Architect,7187,8,8,0.22,5,34,28,9,Bad,1438,0.33,98,0
37,Media_Manager,30111,7,5,0.15,9,53,17,10,Bad,3075,0.32,47,0
37,Media_Manager,30111,7,5,0.15,9,53,19,14,Bad,3075,0.35,49,0
38,Media_Manager,30111,7,5,0.15,9,53,19,14,Bad,3075,0.32,53,0
38,Media_Manager,30111,7,5,0.15,9,53,20,14,Bad,3075,0.33,54,0
30,Lawyer,57617,6,9,0.26,9,49,25,6,Bad,1747,0.29,75,0
30,Lawyer,57617,6,9,0.26,9,49,25,6,Bad,1747,0.33,76,0
30,Lawyer,57617,6,9,0.26,9,48,27,6,Bad,1747,0.33,77,0
30,Lawyer,57617,6,9,0.26,9,49,25,6,Bad,1747,0.35,78,1
30,Lawyer,57617,6,9,0.26,9,49,27,6,Bad,1747,0.33,79,1
30,Lawyer,57617,6,9,0.26,9,49,25,6,Bad,1747,0.33,80,1
31,Lawyer,57617,6,9,0.26,9,49,25,6,Bad,1747,0.26,82,1
41,Architect,20346,10,6,0.24,8,30,18,12,Bad,1543,0.4,92,0
42,Architect,20346,10,6,0.24,8,30,18,14,Bad,1543,0.33,95,0
44,Doctor,29378,7,6,0.17,4,23,8,6,Standard,1078,0.36,214,1
44,Doctor,29378,7,6,0.17,4,19,8,6,Standard,1078,0.28,215,1
44,Doctor,29378,7,6,0.17,4,14,9,6,Standard,1078,0.34,216,1
45,Doctor,29378,7,6,0.17,4,19,8,6,Standard,1078,0.26,218,0
45,Doctor,29378,7,6,0.17,4,19,8,6,Standard,1078,0.25,220,1
44,Musician,15659,9,9,0.21,8,44,18,7,Bad,2302,0.27,164,0
44,Musician,15659,9,9,0.21,8,44,20,7,Bad,2302,0.31,165,0
44,Musician,15659,9,9,0.21,8,46,17,7,Bad,2302,0.36,167,0
44,Musician,15659,9,9,0.21,8,47,20,11,Bad,2302,0.34,169,0
45,Musician,15659,9,9,0.21,8,44,19,11,Bad,2302,0.26,171,0
38,Lawyer,27947,7,5,0.15,2,24,20,4,Standard,1472,0.28,385,1
38,Lawyer,27947,7,5,0.15,2,29,19,4,Standard,1472,0.37,388,1
38,Lawyer,27947,7,5,0.15,2,27,21,4,Standard,1472,0.25,389,1
38,Lawyer,27947,7,5,0.15,2,27,19,4,Standard,1472,0.26,390,1
38,Lawyer,27947,7,5,0.15,2,27,18,5,Standard,1472,0.29,392,1
50,Developer,12382,4,3,0.1,3,30,15,2,Standard,407,0.31,342,1
50,Developer,12382,4,3,0.1,3,25,17,2,Standard,407,0.27,343,2
50,Developer,12382,4,3,0.1,3,30,15,7,Standard,407,0.29,344,2
50,Developer,12382,4,3,0.1,3,25,15,7,Standard,407,0.36,346,1
50,Developer,12382,4,3,0.1,3,25,14,7,Standard,407,0.38,347,1
27,Journalist,98638,6,7,0.14,5,26,15,6,Standard,1475,0.32,205,1
28,Journalist,98638,6,7,0.14,5,26,15,11,Standard,1475,0.37,211,1
48,Entrepreneur,20849,8,3,0.07,1,25,22,2,Standard,327,0.36,325,1
48,Entrepreneur,20849,8,3,0.07,1,20,20,2,Standard,327,0.29,330,1
51,Journalist,37452,4,3,0.01,1,4,6,8,Good,1286,0.41,245,1
51,Journalist,37452,4,3,0.01,1,3,9,8,Good,1286,0.33,246,1
52,Journalist,37452,4,3,0.01,1,7,9,8,Good,1286,0.26,247,2
52,Journalist,37452,4,3,0.01,1,4,9,8,Good,1286,0.33,248,1
52,Journalist,37452,4,3,0.01,1,4,9,8,Good,1286,0.26,251,2
36,Entrepreneur,66074,8,6,0.32,6,59,19,12,Bad,2057,0.41,87,0
36,Entrepreneur,66074,8,6,0.32,6,59,22,12,Bad,2057,0.25,89,0
