Age,Annual_Income,Num_Bank_Accounts,Num_Credit_Card,Interest_Rate,Num_of_Loan,Delay_from_due_date,Num_of_Delayed_Payment,Num_Credit_Inquiries,Credit_Mix,Outstanding_Debt,Credit_Utilization_Ratio,Credit_History_Age,Credit_Score
37,24881,4,6,0.19,2,7,6,9,Standard,931,0.34,220,Standard
44,26908,6,5,0.19,3,18,17,3,Standard,546,0.26,232,Standard
39,32919,7,10,0.26,4,46,26,10,Bad,1960,0.39,174,Poor
50,40656,0,6,0.07,1,17,9,7,Good,681,0.37,218,Standard
48,172534,4,7,0.05,3,13,10,3,Good,1343,0.27,261,Standard
47,31280,8,4,0.11,1,16,8,8,Standard,385,0.35,304,Standard
44,14031,8,10,0.28,7,51,17,6,Bad,3806,0.29,32,Poor
46,105675,7,5,0.18,0,15,19,1,Standard,941,0.37,384,Good
26,12975,8,5,0.16,1,19,12,4,Standard,531,0.3,314,Standard
55,158604,4,3,0.01,4,0,9,3,Good,203,0.35,395,Standard
31,24974,8,7,0.08,0,26,10,9,Standard,331,0.31,342,Standard
29,9979,8,5,0.16,1,29,16,2,Standard,1179,0.39,335,Poor
42,19205,5,5,0.01,4,1,10,3,Good,372,0.32,243,Good
23,18207,0,3,0.03,3,8,5,4,Good,589,0.35,281,Standard
36,56340,3,1,0.12,1,7,11,3,Good,538,0.36,286,Good
55,36274,8,4,0.15,4,16,16,6,Standard,237,0.23,314,Standard
49,59703,3,3,0.09,4,6,8,4,Good,621,0.31,294,Standard
38,7750,3,7,0.25,3,12,17,14,Standard,1651,0.26,126,Poor
22,8693,6,5,0.18,7,36,25,10,Bad,1496,0.39,150,Standard
52,76040,7,4,0.08,4,24,15,3,Standard,982,0.38,210,Standard
27,39630,8,7,0.06,4,8,9,9,Standard,2566,0.27,78,Standard
36,32086,9,7,0.21,7,61,23,10,Bad,2865,0.38,155,Standard
36,30910,6,3,0.17,3,25,20,11,Standard,392,0.38,138,Good
28,38218,7,3,0.16,5,15,8,13,Standard,1300,0.33,231,Good
45,15131,7,8,0.15,9,15,15,7,Bad,2776,0.29,23,Poor
45,63733,4,5,0.13,4,21,16,3,Standard,542,0.33,197,Good
22,10142,8,8,0.31,9,54,21,12,Bad,4969,0.37,27,Poor
51,40331,5,5,0.03,2,31,10,2,Good,767,0.39,240,Poor
31,9533,9,5,0.25,8,32,21,10,Bad,2579,0.32,95,Standard
43,68214,6,5,0.07,2,30,12,6,Standard,978,0.27,338,Standard
28,48819,5,4,0.14,3,25,12,5,Standard,535,0.3,96,Standard
28,37688,2,6,0.02,4,9,10,7,Good,28,0.34,302,Good
29,7056,4,3,0.3,4,22,14,11,Standard,2570,0.41,198,Poor
25,32520,8,3,0.07,0,19,10,4,Standard,1212,0.26,232,Standard
43,14297,10,5,0.24,7,62,20,8,Bad,2566,0.32,214,Poor
51,102745,3,4,0.11,0,13,15,4,Good,465,0.33,200,Good
48,161006,0,2,0.07,1,11,0,0,Good,615,0.41,227,Good
36,63213,4,4,0.09,4,14,7,7,Good,584,0.35,281,Good
44,35531,1,4,0.12,4,12,11,9,Good,313,0.22,214,Good
25,73062,4,7,0.2,4,20,13,8,Standard,280,0.35,209,Good
21,64341,2,3,0.01,0,0,5,5,Good,642,0.31,370,Standard
43,28825,5,6,0.19,5,18,20,8,Standard,1310,0.35,170,Standard
26,22015,6,5,0.07,5,27,12,7,Standard,775,0.29,154,Standard
23,35805,4,7,0.16,0,24,15,2,Standard,723,0.37,303,Standard
33,51660,6,6,0.1,4,7,17,8,Standard,358,0.38,278,Standard
37,68103,8,7,0.02,0,21,8,3,Good,71,0.26,402,Good
27,34797,6,4,0.07,3,26,10,3,Standard,874,0.3,380,Standard
22,17169,4,3,0.2,0,23,12,3,Standard,938,0.29,368,Poor
21,60214,7,5,0.18,5,16,18,12,Bad,1322,0.37,166,Poor
22,29041,3,5,0.03,2,7,0,1,Good,1029,0.35,384,Poor
42,20028,4,5,0.08,2,28,19,7,Standard,528,0.39,148,Standard
34,19140,8,6,0.18,5,40,24,10,Bad,3152,0.34,159,Standard
23,19286,9,9,0.2,6,34,19,14,Bad,4019,0.33,119,Standard
35,28005,1,3,0.01,1,8,3,3,Good,527,0.37,296,Poor
35,55670,3,10,0.26,3,14,19,11,Standard,2074,0.38,84,Standard
26,44577,5,4,0.01,4,5,5,3,Good,636,0.28,226,Standard
27,113105,4,3,0.12,1,0,0,5,Good,1037,0.33,225,Good
55,61169,5,4,0.06,0,6,15,3,Good,1144,0.28,269,Good
56,79642,2,5,0.05,3,7,4,1,Good,911,0.36,365,Standard
23,103938,2,5,0.09,4,31,15,8,Standard,117,0.41,264,Standard
30,121944,3,6,0.02,1,23,17,6,Good,1344,0.37,365,Standard
25,44328,4,6,0.01,4,2,4,2,Good,616,0.25,358,Good
44,15427,0,3,0.08,4,13,2,8,Good,966,0.33,386,Standard
27,73509,5,5,0.2,0,17,19,8,Standard,1082,0.33,356,Standard
32,7711,10,5,0.29,7,57,21,10,Bad,4709,0.26,11,Poor
26,61064,0,5,0.07,3,0,6,7,Good,1323,0.29,251,Standard
24,61224,4,5,0.12,1,29,9,5,Standard,707,0.27,207,Standard
31,58427,10,5,0.23,4,50,19,6,Bad,1956,0.38,210,Poor
30,32543,5,6,0.25,3,18,20,8,Standard,1924,0.25,198,Poor
31,18005,3,9,0.33,3,17,9,15,Standard,2564,0.25,166,Standard
24,34838,3,9,0.2,5,28,15,7,Standard,1958,0.25,189,Poor
25,82651,7,4,0.14,3,7,20,12,Standard,1348,0.29,209,Standard
36,35942,4,3,0.2,4,3,15,4,Standard,707,0.37,322,Standard
39,18102,5,5,0.18,5,6,8,10,Standard,99,0.35,122,Good
24,21434,6,6,0.18,6,16,10,11,Standard,1240,0.36,92,Standard
41,14990,4,4,0.2,3,12,20,2,Standard,1344,0.26,282,Standard
29,10339,10,7,0.28,8,27,14,11,Bad,2681,0.37,96,Poor
24,52561,8,8,0.32,2,30,18,9,Standard,1312,0.29,188,Poor
23,100674,4,4,0.07,1,4,14,7,Standard,1267,0.3,362,Standard
31,48706,5,3,0.07,3,24,10,7,Standard,1083,0.38,209,Good
44,53860,4,7,0.15,0,17,8,6,Standard,1356,0.4,194,Standard
25,105829,3,5,0.18,4,16,17,6,Standard,549,0.27,233,Standard
47,121197,2,5,0.11,4,1,12,6,Good,203,0.39,254,Good
40,70277,3,6,0.07,3,5,9,7,Good,762,0.37,246,Good
31,140114,3,6,0.01,0,10,0,3,Good,50,0.3,364,Standard
55,108625,8,6,0.13,0,11,16,3,Standard,303,0.39,267,Poor
30,16733,9,8,0.25,6,27,14,11,Bad,2229,0.31,162,Poor
26,94031,8,4,0.13,2,17,16,5,Standard,147,0.33,298,Standard
54,33778,3,4,0.12,4,5,11,9,Standard,739,0.3,256,Standard
22,26939,7,3,0.1,2,9,16,7,Standard,826,0.29,236,Good
37,60537,7,4,0.06,2,19,18,2,Standard,393,0.33,375,Standard
28,68900,7,4,0.1,4,8,14,6,Standard,1420,0.3,220,Standard
21,92519,8,3,0.09,1,8,12,10,Standard,62,0.25,146,Standard
36,30061,5,6,0.07,2,15,19,4,Standard,242,0.29,320,Standard
32,7200,8,8,0.18,3,59,16,11,Standard,2442,0.27,173,Poor
41,26523,5,3,0.06,5,19,17,8,Standard,368,0.33,219,Standard
54,18672,4,4,0.06,3,5,1,2,Good,785,0.26,261,Standard
23,14274,4,4,0.12,3,15,9,4,Standard,1243,0.39,146,Standard
26,127581,3,3,0.07,0,17,14,11,Standard,194,0.32,208,Poor
36,17869,6,3,0.19,4,30,10,6,Standard,276,0.28,330,Standard
52,143552,4,4,0.08,1,4,3,1,Good,506,0.34,401,Good
42,8917,7,8,0.16,7,54,16,11,Bad,1831,0.27,114,Standard
42,7284,9,10,0.26,7,38,23,13,Bad,2308,0.34,188,Standard
41,34076,9,7,0.25,5,47,25,8,Bad,1405,0.38,242,Poor
53,15127,8,5,0.15,4,28,12,2,Standard,194,0.36,315,Standard
43,34571,5,5,0.05,2,5,9,4,Good,58,0.3,323,Standard
37,18264,5,5,0.15,7,23,18,9,Standard,2622,0.38,154,Standard
24,68299,3,5,0.04,2,11,2,5,Good,395,0.23,342,Good
42,36439,5,6,0.05,3,12,9,2,Good,5,0.29,258,Poor
22,18763,8,6,0.3,5,17,13,12,Standard,2286,0.37,156,Standard
48,24042,5,3,0.2,1,31,11,4,Standard,1006,0.39,366,Standard
44,17296,1,3,0.11,1,5,0,2,Good,948,0.38,388,Good
25,38612,5,3,0.11,2,1,3,4,Good,595,0.28,374,Poor
34,74647,8,4,0.2,4,13,14,8,Standard,429,0.27,292,Good
49,60595,8,4,0.05,2,20,17,7,Standard,412,0.38,191,Standard
25,85248,4,7,0.05,2,6,7,5,Good,1326,0.34,297,Standard
32,32151,7,10,0.29,9,38,18,15,Bad,2598,0.22,87,Poor
38,71830,6,5,0.25,8,47,23,7,Bad,2952,0.35,137,Standard
45,33531,2,5,0.05,2,3,5,1,Good,1033,0.39,372,Standard
41,51172,3,5,0.22,7,20,15,12,Standard,1980,0.32,183,Standard
35,146861,4,7,0.09,3,25,21,8,Standard,1368,0.34,117,Standard
34,20587,8,5,0.12,2,30,9,3,Standard,854,0.33,221,Standard
22,34334,5,6,0.08,3,8,1,3,Good,1094,0.24,324,Standard
24,19181,1,5,0.04,1,0,8,1,Good,834,0.29,226,Good
46,17092,7,3,0.19,7,21,14,8,Standard,1417,0.37,149,Standard
45,41734,8,4,0.05,1,29,9,2,Standard,297,0.33,243,Standard
26,16100,9,5,0.2,7,50,16,10,Standard,2375,0.25,84,Poor
21,104816,3,7,0.13,3,19,22,3,Standard,1220,0.33,365,Standard
44,120333,8,4,0.03,1,8,8,4,Good,1445,0.43,239,Standard
32,31417,3,6,0.18,3,26,10,0,Standard,362,0.39,251,Standard
33,14804,6,9,0.19,7,21,15,12,Bad,3195,0.29,94,Good
25,88918,4,4,0.11,2,19,8,6,Good,1194,0.43,299,Poor
28,14817,6,5,0.07,2,23,8,2,Good,1150,0.31,297,Standard
29,33312,3,6,0.05,0,29,11,4,Standard,499,0.3,267,Standard
27,35664,9,7,0.17,5,21,20,11,Bad,4259,0.29,32,Poor
28,65668,2,6,0.04,4,13,10,2,Good,1261,0.38,351,Poor
28,82330,9,10,0.2,3,41,20,9,Bad,1679,0.35,106,Poor
27,14562,7,4,0.18,4,11,10,10,Standard,1619,0.29,195,Poor
43,17633,5,4,0.09,7,24,12,9,Standard,1488,0.32,82,Poor
51,36372,5,4,0.05,4,4,8,5,Good,1455,0.23,321,Good
38,34134,8,7,0.25,7,6,20,15,Standard,2374,0.25,170,Standard
37,37261,5,4,0.02,1,16,1,5,Good,1106,0.29,384,Standard
38,28488,9,8,0.27,3,24,19,9,Standard,1305,0.34,95,Standard
30,50352,9,10,0.32,8,41,22,11,Bad,4362,0.29,44,Poor
33,33949,5,6,0.05,2,7,17,3,Standard,385,0.28,239,Standard
52,34640,6,4,0.1,1,15,10,2,Standard,714,0.35,272,Standard
21,106674,7,4,0.17,0,26,11,8,Standard,316,0.4,238,Poor
34,72690,8,5,0.34,9,22,25,9,Bad,2686,0.26,246,Standard
39,8707,4,4,0.23,4,14,10,8,Standard,1684,0.36,136,Poor
33,14021,7,5,0.16,2,30,16,11,Standard,263,0.4,161,Standard
39,71112,6,4,0.11,1,23,7,7,Standard,432,0.31,240,Poor
47,18186,7,4,0.15,0,22,16,4,Standard,1,0.3,230,Standard
26,16465,3,3,0.03,2,8,4,1,Good,1165,0.31,363,Standard
33,16465,5,6,0.05,2,15,15,0,Standard,885,0.35,189,Poor
42,69035,8,9,0.3,7,55,24,9,Bad,1931,0.4,123,Poor
49,19986,7,7,0.07,1,22,11,4,Standard,669,0.33,270,Standard
27,20487,8,10,0.2,3,35,16,7,Bad,2654,0.32,68,Standard
25,16399,9,5,0.29,8,24,23,9,Bad,4667,0.29,58,Poor
46,30812,1,7,0.03,1,10,5,4,Good,990,0.36,356,Poor
21,19562,8,6,0.2,5,21,12,9,Standard,1517,0.36,240,Standard
43,19833,7,7,0.23,4,31,20,9,Bad,1316,0.33,86,Standard
39,57818,7,7,0.21,2,56,16,12,Bad,2348,0.38,174,Poor
24,95933,4,5,0.15,7,18,10,5,Standard,129,0.34,98,Standard
37,103044,6,7,0.05,2,28,17,1,Standard,1196,0.34,209,Standard
22,76019,9,6,0.29,8,13,19,11,Bad,1743,0.35,84,Standard
50,107742,3,6,0.03,0,11,20,9,Good,1158,0.25,196,Standard
28,54262,6,4,0.17,7,30,14,7,Standard,456,0.37,71,Standard
21,32061,4,3,0.06,0,8,6,3,Good,1443,0.33,258,Standard
29,122028,2,7,0.08,3,28,11,9,Good,53,0.36,310,Poor
25,140770,8,6,0.12,0,8,6,4,Standard,1375,0.39,303,Standard
34,19656,8,6,0.32,9,62,19,13,Bad,2525,0.27,44,Poor
47,89057,5,3,0.1,2,14,23,3,Standard,600,0.28,402,Standard
44,19418,2,4,0.11,0,1,0,4,Good,851,0.39,315,Good
47,22159,8,6,0.15,0,17,17,7,Standard,271,0.31,260,Standard
22,47686,7,3,0.19,7,9,11,5,Standard,1176,0.31,182,Standard
22,95529,8,6,0.12,6,9,19,5,Standard,283,0.25,201,Standard
37,38955,6,5,0.3,6,62,21,9,Bad,4683,0.26,114,Poor
47,135049,3,5,0.11,0,13,6,2,Good,850,0.3,387,Standard
44,38899,3,2,0.01,4,11,6,4,Good,1460,0.31,309,Good
46,46390,10,5,0.22,5,16,17,10,Bad,3766,0.38,66,Poor
25,41754,6,9,0.23,5,44,15,7,Bad,1479,0.39,154,Poor
40,71746,3,3,0.1,3,11,18,7,Standard,2052,0.39,70,Standard
48,101671,8,5,0.11,4,17,18,5,Standard,673,0.33,236,Standard
35,57107,8,7,0.09,4,10,13,10,Standard,2112,0.39,106,Standard
55,16620,3,3,0.05,2,2,11,5,Good,9,0.25,252,Standard
55,87078,6,6,0.16,1,17,14,3,Standard,635,0.3,279,Standard
43,17086,8,5,0.25,3,14,8,6,Standard,2548,0.3,135,Poor
31,28562,9,5,0.32,9,52,16,13,Bad,3623,0.24,122,Standard
51,36850,6,3,0.19,3,13,14,0,Standard,420,0.28,314,Standard
22,89291,5,7,0.07,0,30,17,3,Standard,1166,0.39,328,Standard
56,88363,3,3,0.11,2,4,1,8,Good,1405,0.37,351,Standard
38,28771,7,7,0.31,8,24,13,6,Bad,4044,0.34,26,Standard
40,56313,4,5,0.08,2,9,9,1,Good,1333,0.34,336,Standard
42,78658,5,3,0.03,1,14,8,1,Good,195,0.24,201,Good
42,30984,7,6,0.18,0,23,16,7,Standard,473,0.29,322,Poor
39,67791,3,3,0.05,4,28,11,1,Standard,957,0.28,261,Good
38,99664,5,4,0.09,1,18,15,6,Good,702,0.33,364,Good
47,14707,3,1,0.02,0,3,0,6,Good,516,0.28,196,Standard
45,60226,4,4,0.05,0,12,12,3,Good,873,0.31,249,Standard
46,72604,5,4,0.11,3,17,17,7,Standard,1469,0.36,184,Standard
55,21989,5,5,0.01,0,3,7,3,Good,128,0.25,209,Standard
55,39244,3,5,0.1,4,23,5,9,Good,106,0.36,377,Standard
50,21905,0,4,0.06,1,5,5,3,Good,306,0.31,386,Good
25,17337,9,5,0.16,6,34,16,11,Bad,1260,0.32,233,Poor
21,28549,6,5,0.21,6,60,17,11,Bad,1374,0.27,102,Standard
35,43960,4,6,0.02,2,13,1,3,Good,1009,0.37,369,Standard
30,31788,2,4,0.05,0,2,10,4,Good,1418,0.26,372,Standard
28,16691,5,5,0.07,7,20,8,6,Standard,1532,0.38,140,Standard
32,74394,9,5,0.24,5,36,17,16,Bad,2915,0.35,47,Poor
53,16792,1,4,0.05,3,6,0,5,Good,161,0.38,339,Good
40,57813,4,4,0.05,5,17,9,10,Standard,288,0.33,148,Poor
35,44871,3,3,0.07,2,13,9,4,Good,48,0.29,245,Good
28,81126,0,3,0.01,2,16,7,5,Good,316,0.34,356,Good
32,85770,4,6,0.03,2,13,9,2,Good,257,0.33,207,Good
25,125898,6,6,0.06,2,8,18,11,Standard,746,0.37,200,Good
35,132082,3,4,0.12,3,6,10,7,Good,1191,0.28,228,Standard
35,32434,7,5,0.33,2,18,13,11,Standard,2620,0.25,122,Standard
53,43044,5,2,0.08,0,14,3,5,Good,1154,0.27,375,Good
22,67863,10,8,0.15,7,56,17,6,Bad,3011,0.31,122,Standard
38,34982,5,7,0.18,2,9,17,3,Standard,1496,0.35,368,Standard
24,34106,8,9,0.26,5,23,19,9,Standard,1672,0.35,240,Standard
49,32710,7,3,0.14,1,13,13,4,Standard,432,0.35,264,Good
30,92114,3,4,0.08,1,24,14,7,Standard,820,0.27,256,Standard
41,38842,5,7,0.09,4,21,11,12,Standard,1662,0.22,159,Standard
33,48494,9,9,0.25,8,26,22,7,Bad,1891,0.39,104,Poor
27,112030,1,4,0.04,2,14,11,0,Good,1385,0.43,360,Standard
25,73584,6,8,0.19,9,46,24,7,Bad,4645,0.28,33,Standard
33,44382,7,7,0.01,0,8,18,3,Good,115,0.39,272,Standard
46,110607,4,4,0.02,3,2,9,6,Good,1174,0.39,268,Standard
44,58918,3,3,0.17,3,27,13,7,Standard,473,0.28,190,Standard
49,144342,7,5,0.11,0,5,12,3,Standard,334,0.35,189,Standard
25,10004,10,8,0.25,9,55,21,11,Bad,4532,0.41,101,Poor
55,115105,4,5,0.18,4,22,20,8,Standard,695,0.37,218,Good
26,57539,8,9,0.29,8,34,27,7,Bad,3974,0.36,34,Standard
29,73317,9,9,0.28,7,37,18,6,Bad,3530,0.38,92,Standard
32,73340,7,6,0.17,6,30,22,12,Bad,2899,0.33,39,Good
34,20653,3,7,0.1,4,29,8,9,Standard,881,0.31,353,Standard
54,21553,4,5,0.12,4,7,11,5,Good,1187,0.32,386,Good
30,49661,4,7,0.17,6,28,10,7,Standard,2288,0.36,137,Poor
24,16955,0,1,0.07,2,12,1,7,Good,1035,0.26,389,Standard
24,117201,5,1,0.05,1,13,3,3,Good,1453,0.24,341,Good
38,10485,8,6,0.32,3,15,17,10,Bad,2522,0.37,124,Standard
51,24778,5,7,0.2,0,22,12,9,Standard,179,0.37,190,Standard
51,68948,4,2,0.04,1,8,10,6,Good,287,0.27,203,Good
30,56784,8,5,0.17,4,8,15,3,Standard,234,0.32,203,Standard
32,151437,0,4,0.03,2,4,5,5,Good,879,0.34,266,Standard
26,100465,4,3,0.11,0,2,13,2,Good,990,0.31,394,Standard
23,13000,7,3,0.07,4,14,14,5,Standard,1152,0.28,221,Standard
54,18500,2,3,0.04,3,3,7,5,Good,1153,0.37,305,Good
38,70973,3,6,0.18,3,9,12,8,Standard,2457,0.37,182,Standard
43,75773,8,5,0.32,9,31,19,11,Bad,3659,0.34,39,Standard
27,48657,6,6,0.15,6,58,21,10,Bad,2284,0.25,102,Poor
26,44632,10,6,0.33,5,18,18,10,Bad,3409,0.38,82,Standard
37,43268,0,1,0.1,3,5,5,5,Good,815,0.3,273,Good
41,7577,5,5,0.22,6,19,18,11,Standard,1355,0.34,204,Standard
34,86668,3,5,0.01,4,0,4,7,Good,1433,0.42,233,Standard
44,14535,8,6,0.09,4,8,15,4,Standard,413,0.3,276,Standard
47,66189,3,5,0.12,1,30,20,6,Standard,544,0.35,218,Standard
42,20501,7,3,0.19,3,17,10,7,Standard,2012,0.32,92,Standard
39,71518,7,5,0.34,7,29,8,10,Standard,2466,0.39,215,Poor
44,16196,5,7,0.17,2,20,11,2,Standard,632,0.37,195,Standard
27,18123,7,5,0.07,2,25,15,7,Standard,770,0.32,215,Standard
29,90541,4,7,0.05,0,7,3,4,Good,500,0.27,378,Standard
24,17692,5,6,0.21,6,16,17,12,Standard,1467,0.31,184,Poor
46,53579,9,10,0.17,6,58,17,8,Bad,4103,0.36,15,Standard
36,36693,6,6,0.19,9,58,22,9,Bad,2971,0.36,129,Poor
39,33189,3,3,0.06,4,17,16,5,Standard,1101,0.27,200,Poor
22,28045,7,7,0.06,7,23,9,8,Standard,324,0.39,184,Standard
38,9944,6,6,0.18,7,61,14,9,Bad,3905,0.32,65,Poor
26,50295,7,6,0.2,0,17,11,9,Standard,527,0.3,218,Standard
55,126004,5,3,0.19,4,24,12,1,Standard,932,0.32,315,Poor
23,108142,1,2,0.01,1,14,7,3,Good,261,0.31,298,Good
40,18770,1,1,0.05,3,16,2,0,Good,594,0.37,348,Good
28,35511,6,4,0.2,3,7,16,0,Standard,1109,0.4,297,Standard
35,26408,4,6,0.19,6,20,8,5,Standard,65,0.28,76,Standard
37,33701,2,6,0.12,0,9,6,3,Good,333,0.36,248,Poor
39,50608,9,10,0.31,2,39,26,13,Bad,1539,0.31,87,Poor
24,8356,5,5,0.19,5,25,10,9,Standard,1967,0.24,237,Standard
37,8128,8,6,0.15,7,32,16,9,Bad,3742,0.37,86,Poor
45,65522,10,8,0.18,9,32,23,9,Bad,1382,0.31,176,Standard
42,41975,2,7,0.05,0,8,1,0,Good,72,0.37,304,Good
24,40759,4,5,0.19,2,10,10,9,Standard,337,0.24,378,Good
35,8291,6,9,0.15,8,29,19,12,Bad,2511,0.28,144,Standard
28,74732,7,6,0.33,8,29,14,10,Bad,2860,0.33,156,Good
30,19532,8,8,0.27,7,44,8,12,Standard,1817,0.35,186,Standard
33,85455,4,7,0.06,3,18,16,5,Good,146,0.39,248,Good
29,57132,0,7,0.09,2,27,2,0,Good,1108,0.41,188,Poor
56,41810,4,7,0.07,2,5,14,3,Standard,1219,0.35,191,Standard
22,12613,4,6,0.13,3,14,17,3,Standard,569,0.28,383,Good
26,34767,3,6,0.14,6,16,16,8,Standard,2084,0.36,230,Poor
36,18630,9,6,0.32,3,51,16,9,Bad,2315,0.31,165,Poor
45,9133,6,10,0.21,6,12,9,9,Standard,2552,0.36,153,Standard
30,16380,7,5,0.12,0,14,8,0,Standard,1307,0.3,206,Standard
25,48423,8,5,0.27,9,20,25,7,Bad,1619,0.37,150,Poor
52,34269,4,6,0.03,4,8,10,6,Good,609,0.3,261,Good
24,16559,1,4,0.02,1,17,10,3,Good,680,0.4,218,Standard
44,18355,6,6,0.32,6,59,16,11,Bad,2646,0.36,113,Poor
33,41757,6,8,0.27,3,61,18,9,Bad,1360,0.38,215,Poor
32,79264,4,7,0.09,5,13,17,5,Standard,440,0.32,82,Standard
40,60379,5,6,0.18,3,19,13,1,Standard,725,0.29,210,Good
41,7023,7,3,0.1,3,10,14,9,Standard,335,0.32,220,Standard
34,20374,6,6,0.25,3,27,20,9,Standard,1302,0.28,154,Poor
46,119875,2,2,0.11,2,7,14,1,Good,1224,0.29,402,Good
21,171572,2,3,0.03,4,8,8,0,Good,167,0.35,350,Good
28,33559,6,8,0.2,3,16,21,12,Bad,2115,0.31,108,Poor
49,162688,0,5,0.02,2,17,0,2,Good,641,0.32,388,Poor
32,48305,8,7,0.07,2,24,12,5,Standard,1410,0.36,270,Standard
27,10494,3,6,0.07,6,19,11,7,Standard,2579,0.39,186,Standard
31,7889,7,3,0.1,4,5,10,6,Standard,973,0.33,141,Standard
40,43922,2,6,0.06,3,0,7,4,Good,233,0.4,274,Standard
26,36585,7,6,0.15,1,20,12,0,Standard,1398,0.24,368,Poor
24,14013,2,3,0.04,4,0,5,6,Good,1404,0.28,245,Standard
35,120404,4,3,0.11,4,5,10,2,Good,390,0.36,332,Standard
31,14432,3,7,0.07,1,5,8,3,Good,941,0.27,395,Good
45,35911,3,3,0.02,2,9,16,3,Standard,739,0.25,220,Standard
47,127160,4,7,0.03,2,17,3,3,Good,559,0.25,333,Standard
28,8446,8,5,0.16,3,23,19,11,Bad,1425,0.38,231,Standard
49,93898,5,2,0.01,4,9,11,1,Good,31,0.3,269,Standard
43,124564,3,4,0.06,7,8,19,5,Standard,849,0.36,159,Standard
24,82194,0,3,0.02,3,7,4,3,Good,957,0.25,351,Good
45,15381,7,10,0.3,7,54,18,11,Bad,1753,0.25,87,Poor
49,42235,0,3,0.08,4,22,9,1,Good,1366,0.32,375,Poor
40,10651,7,6,0.09,4,10,20,5,Standard,1325,0.37,233,Standard
31,9667,6,5,0.26,9,24,19,11,Bad,2704,0.37,161,Good
50,116156,5,5,0.05,2,10,9,3,Good,1210,0.3,251,Good
36,70913,8,4,0.12,3,15,12,2,Good,908,0.33,272,Good
45,150256,1,6,0.01,0,13,1,2,Good,1488,0.39,200,Good
39,17153,6,8,0.22,3,58,24,14,Bad,1757,0.24,234,Poor
40,99363,6,3,0.15,1,7,9,9,Standard,1099,0.27,375,Standard
49,14528,3,5,0.1,2,14,2,5,Good,254,0.34,356,Good
36,61181,7,6,0.18,9,30,25,11,Bad,2245,0.27,183,Poor
33,13961,6,3,0.2,4,15,17,0,Standard,1406,0.23,338,Standard
28,110138,4,3,0.11,3,16,13,5,Standard,586,0.37,258,Good
40,11688,6,7,0.19,4,21,10,7,Standard,1066,0.36,351,Good
44,67413,9,10,0.16,4,47,11,16,Standard,1663,0.33,161,Poor
23,25659,5,3,0.15,4,27,16,2,Standard,1323,0.25,305,Standard
47,20574,6,6,0.2,2,10,19,7,Standard,642,0.26,400,Standard
41,73366,8,9,0.27,8,49,17,11,Bad,4029,0.23,65,Good
43,19148,4,7,0.1,3,11,9,8,Standard,1237,0.35,284,Standard
35,17732,7,8,0.23,8,60,23,9,Bad,4963,0.25,112,Poor
44,150625,4,5,0.12,2,9,6,7,Good,898,0.35,309,Standard
34,18708,10,5,0.2,8,43,22,13,Bad,3924,0.29,47,Poor
41,52754,9,6,0.27,6,49,19,11,Bad,1624,0.33,186,Poor
45,21370,0,6,0.01,1,7,1,7,Good,897,0.33,207,Standard
26,36825,5,3,0.09,1,24,13,4,Good,520,0.31,226,Poor
25,28835,2,5,0.08,4,14,7,5,Good,1068,0.29,340,Standard
22,88062,4,3,0.01,0,4,0,0,Good,404,0.35,393,Good
32,14828,5,5,0.17,5,29,17,10,Standard,2646,0.27,165,Standard
30,37605,9,7,0.26,6,35,20,11,Bad,3513,0.32,129,Standard
36,15382,1,7,0.03,3,8,10,8,Good,893,0.32,245,Standard
22,34565,1,1,0.03,2,17,5,7,Good,1429,0.29,342,Good
43,14667,6,4,0.19,1,12,21,5,Standard,80,0.38,234,Standard
52,33346,5,3,0.01,0,6,8,0,Good,396,0.29,197,Good
39,33732,8,3,0.19,2,22,16,8,Standard,398,0.27,383,Standard
48,60865,5,7,0.03,3,21,8,0,Standard,1188,0.34,302,Standard
27,50794,3,5,0.08,0,19,10,3,Good,166,0.41,284,Good
25,18538,7,8,0.33,7,50,23,15,Bad,3934,0.32,131,Poor
46,57738,9,8,0.3,9,61,24,11,Bad,3916,0.26,164,Poor
34,59714,4,5,0.05,1,8,23,6,Standard,425,0.32,216,Standard
24,34996,7,7,0.1,4,9,8,7,Standard,143,0.35,98,Standard
35,17831,6,5,0.16,3,20,18,6,Standard,1691,0.3,86,Poor
26,19695,8,6,0.19,2,21,8,6,Standard,1450,0.4,177,Standard
34,36379,8,8,0.15,3,5,9,9,Standard,2152,0.25,240,Poor
55,97635,3,4,0.12,3,18,11,4,Good,1298,0.35,311,Good
32,82183,4,1,0.11,4,15,7,5,Good,1421,0.35,239,Standard
38,20175,10,7,0.23,3,35,18,6,Bad,1698,0.34,231,Poor
27,15125,3,4,0.28,2,8,20,9,Standard,2312,0.34,158,Poor
45,17075,7,6,0.23,5,26,18,11,Bad,3593,0.32,141,Poor
38,24879,3,4,0.11,3,15,19,6,Standard,479,0.28,114,Poor
42,95685,3,4,0.09,0,13,10,8,Good,472,0.37,293,Poor
44,89937,2,6,0.1,2,9,4,3,Good,1197,0.3,308,Good
29,16726,6,10,0.26,7,43,22,11,Bad,2882,0.33,56,Standard
22,7890,8,5,0.28,9,25,20,12,Bad,2358,0.3,183,Poor
44,29647,6,4,0.19,4,7,10,5,Standard,516,0.36,216,Standard
