Age,Annual_Income,Num_Bank_Accounts,Num_Credit_Card,Interest_Rate,Num_of_Loan,Delay_from_due_date,Num_of_Delayed_Payment,Num_Credit_Inquiries,Credit_Mix,Outstanding_Debt,Credit_Utilization_Ratio,Credit_History_Age,Credit_Score
56,69388,2,4,0.06,0,8,1,5,Good,819,0.4,266,1
36,85325,3,4,0.1,1,18,15,7,Standard,1264,0.3,273,0
39,93189,2,2,0.03,3,7,14,3,Good,114,0.34,393,0
26,32835,1,3,0.01,0,14,4,3,Good,671,0.36,239,0
30,19159,1,6,0.11,2,1,10,3,Good,677,0.33,323,0
38,14951,7,10,0.17,8,57,22,10,Bad,3270,0.27,93,0
39,14497,6,10,0.25,6,57,25,12,Bad,4977,0.4,59,0
28,34946,4,1,0.04,0,7,9,2,Good,860,0.34,358,0
32,18514,9,5,0.18,6,29,13,16,Bad,2866,0.39,128,1
25,18963,4,8,0.29,6,27,7,11,Standard,2422,0.26,84,0
28,19127,7,10,0.23,5,33,23,12,Bad,2623,0.37,80,0
22,85019,5,7,0.05,0,8,9,3,Good,1072,0.38,192,0
37,19744,3,6,0.34,3,21,10,6,Standard,1262,0.33,220,1
31,79005,5,7,0.2,2,11,13,7,Standard,876,0.38,328,0
26,107437,4,4,0.09,1,20,4,8,Good,50,0.4,191,1
41,16734,0,6,0.06,1,4,7,0,Good,1418,0.38,339,0
47,48698,8,3,0.11,4,22,20,8,Standard,850,0.38,243,0
39,81199,6,7,0.28,7,15,11,9,Standard,2436,0.3,233,0
21,141688,5,6,0.02,2,23,12,5,Good,1192,0.35,359,0
36,17501,9,6,0.29,2,60,18,7,Standard,1389,0.35,70,0
45,44915,3,6,0.2,3,13,10,7,Standard,1754,0.27,182,1
38,7183,2,2,0.15,6,17,18,11,Standard,2117,0.34,221,1
53,21568,3,6,0.09,0,26,19,2,Standard,1039,0.35,234,0
43,16595,7,5,0.27,4,29,15,6,Standard,1747,0.29,86,0
43,16084,7,10,0.25,6,16,21,12,Bad,3647,0.27,84,0
28,118763,0,7,0.08,4,3,8,3,Good,335,0.37,352,0
49,26440,5,6,0.12,4,28,16,5,Good,68,0.3,294,0
39,10737,8,4,0.14,4,18,16,8,Standard,1126,0.38,228,0
38,143823,7,4,0.1,4,14,11,7,Standard,1436,0.39,382,0
42,38873,10,5,0.16,7,39,18,9,Bad,3373,0.28,146,0
46,19267,10,8,0.25,6,33,21,9,Bad,3777,0.28,130,1
22,50391,6,10,0.27,8,24,25,7,Bad,1711,0.33,162,1
25,42918,0,5,0.02,2,15,6,3,Good,370,0.33,285,0
30,59018,6,5,0.22,8,55,21,8,Bad,2700,0.33,75,0
22,13100,7,5,0.06,5,6,20,13,Standard,727,0.37,135,1
35,99955,8,4,0.2,4,15,8,7,Standard,132,0.32,350,0
33,56978,10,6,0.3,6,26,20,8,Standard,1319,0.25,88,1
37,14981,2,7,0.05,4,5,6,4,Good,1122,0.4,387,0
40,159032,0,1,0.1,3,10,10,3,Good,1292,0.39,392,0
35,29327,6,6,0.18,5,11,18,14,Standard,1448,0.32,227,1
33,40550,6,7,0.26,5,53,17,14,Bad,4695,0.39,51,1
39,18692,2,4,0.01,1,0,3,4,Good,1246,0.35,202,0
42,8835,4,6,0.29,7,6,14,8,Standard,1961,0.31,80,1
37,80247,7,6,0.21,4,17,17,12,Bad,1266,0.38,228,0
49,81254,3,5,0.15,0,11,9,7,Standard,442,0.29,269,0
45,34980,1,5,0.07,3,6,11,3,Good,715,0.27,207,0
52,44835,3,4,0.04,4,30,12,9,Good,953,0.37,190,1
27,7055,6,6,0.32,6,29,21,11,Bad,3775,0.34,27,1
49,18622,3,3,0.12,3,4,1,4,Good,117,0.27,390,0
31,16972,6,10,0.17,5,57,18,15,Bad,4348,0.23,102,0
22,144423,2,7,0.01,3,8,11,9,Good,1255,0.34,279,1
26,35913,7,6,0.32,2,25,15,8,Bad,1898,0.35,185,0
32,78339,3,4,0.18,2,21,14,6,Standard,285,0.37,233,0
47,59775,4,6,0.16,0,30,15,9,Standard,787,0.39,246,0
45,56705,3,6,0.05,2,2,6,4,Good,207,0.26,214,0
23,38535,7,9,0.32,2,34,18,10,Bad,2137,0.37,69,0
44,8083,4,8,0.32,4,6,14,8,Standard,1827,0.28,232,1
26,59112,5,7,0.08,3,15,8,8,Standard,1421,0.25,272,0
44,82920,4,7,0.07,3,6,8,3,Good,1197,0.26,328,0
51,102737,7,6,0.16,4,29,10,8,Standard,484,0.29,359,0
45,49140,10,6,0.27,6,35,18,11,Bad,2950,0.31,78,0
55,30834,4,5,0.01,2,11,4,1,Good,1112,0.26,303,1
53,26766,7,5,0.09,3,15,11,2,Standard,530,0.38,268,0
27,97900,3,5,0.18,1,22,17,5,Standard,891,0.32,340,0
38,70058,7,4,0.09,0,27,18,1,Standard,289,0.27,383,0
41,18823,8,5,0.16,8,32,21,10,Bad,2643,0.35,77,1
33,26886,5,3,0.09,6,16,8,6,Standard,1129,0.26,204,1
31,8535,7,5,0.34,2,41,18,10,Standard,1525,0.27,240,1
44,20957,8,5,0.3,9,16,18,12,Bad,4912,0.37,143,0
31,59730,4,3,0.05,3,32,13,0,Standard,335,0.38,216,0
47,25759,4,5,0.06,1,22,18,5,Standard,766,0.29,401,0
25,43239,9,10,0.21,9,19,24,15,Bad,3839,0.31,82,1
41,8128,8,7,0.18,6,32,17,11,Standard,1973,0.24,110,0
39,19592,5,7,0.21,4,16,15,12,Standard,2391,0.32,158,1
28,35842,3,4,0.01,0,13,7,3,Good,1132,0.26,222,0
42,18668,7,6,0.29,5,17,15,8,Standard,2347,0.36,81,1
22,71507,8,6,0.2,1,18,15,8,Standard,1223,0.27,194,0
38,116798,8,7,0.07,4,15,13,0,Standard,1399,0.3,320,0
42,40612,3,4,0.09,0,6,11,4,Good,314,0.4,312,0
45,15191,6,6,0.2,5,31,8,11,Standard,1424,0.22,201,0
39,83418,0,4,0.06,1,17,3,2,Good,972,0.36,364,1
36,16633,5,3,0.1,3,9,3,4,Good,110,0.29,260,0
31,93256,5,7,0.19,1,24,17,8,Standard,1125,0.26,224,0
39,68131,7,10,0.19,7,16,17,12,Bad,4100,0.25,53,0
36,38555,2,3,0.04,4,1,9,3,Good,353,0.28,245,0
30,102215,2,5,0.1,1,1,4,8,Good,79,0.38,369,0
34,15330,3,5,0.15,1,29,15,10,Standard,1055,0.32,154,1
53,138806,6,6,0.08,0,10,11,1,Standard,448,0.38,398,0
22,7085,9,7,0.16,6,51,18,10,Bad,3988,0.23,164,0
22,20336,4,5,0.19,5,22,16,5,Standard,1398,0.37,185,1
42,142001,7,3,0.2,2,20,15,11,Standard,275,0.32,167,0
32,51715,8,8,0.15,7,22,24,11,Bad,3812,0.38,102,0
25,8167,9,10,0.19,5,44,17,11,Bad,4335,0.36,101,0
32,57150,4,4,0.18,1,10,20,12,Standard,438,0.39,81,1
23,8749,6,9,0.33,7,13,24,8,Bad,4676,0.24,132,0
33,42250,0,4,0.03,0,9,1,0,Good,1056,0.29,194,0
23,71010,3,7,0.15,0,14,12,11,Standard,1472,0.3,236,0
39,76644,5,4,0.09,3,29,10,4,Standard,1431,0.35,340,0
45,80815,8,3,0.09,0,29,14,2,Standard,575,0.35,396,0
47,67361,2,4,0.01,0,5,4,6,Good,1013,0.26,207,0
32,43985,5,4,0.05,0,6,19,3,Standard,715,0.27,305,0
29,80235,7,7,0.09,2,17,18,6,Standard,291,0.43,232,0
33,118080,5,3,0.11,1,22,13,1,Standard,1201,0.35,276,0
48,134533,7,4,0.06,3,28,20,5,Standard,434,0.23,195,0
26,93106,0,4,0.03,0,15,8,2,Good,1454,0.43,218,0
44,84673,3,5,0.02,3,8,5,1,Good,777,0.35,350,0
49,36377,1,5,0.03,4,11,1,3,Good,822,0.33,194,0
25,51557,10,7,0.22,3,30,13,9,Standard,1561,0.29,129,1
34,22007,3,4,0.14,4,25,14,2,Standard,1330,0.35,348,0
35,8391,6,7,0.17,4,16,15,11,Standard,1588,0.38,148,1
24,41153,5,3,0.1,2,11,8,4,Good,852,0.39,318,0
53,99868,2,3,0.02,3,5,11,1,Good,693,0.34,270,0
39,31372,8,6,0.28,7,23,15,11,Bad,3231,0.35,29,1
29,20024,4,5,0.1,4,16,16,12,Standard,698,0.4,100,0
28,62276,5,8,0.29,2,10,9,12,Standard,1402,0.24,213,1
26,114224,5,6,0.15,3,18,16,8,Standard,1216,0.38,285,0
42,178969,0,5,0.01,4,7,7,9,Good,667,0.25,260,0
49,58366,5,5,0.01,1,13,19,3,Good,383,0.32,279,0
41,95846,8,4,0.09,0,5,19,7,Standard,1493,0.37,371,0
29,42316,7,4,0.15,2,21,9,2,Standard,1188,0.32,272,0
43,18648,4,9,0.22,4,7,10,12,Standard,2056,0.31,215,1
29,9183,6,8,0.19,6,44,20,10,Bad,2032,0.23,74,1
24,31227,4,6,0.06,3,5,15,7,Standard,1257,0.28,137,0
31,88533,4,4,0.11,3,12,21,3,Standard,364,0.37,370,0
35,25042,5,6,0.07,1,15,8,4,Good,380,0.22,352,0
31,27354,6,6,0.12,0,10,16,2,Standard,80,0.28,302,0
32,135107,6,4,0.12,3,10,14,4,Standard,763,0.36,298,0
52,49937,3,3,0.07,2,20,8,4,Standard,1069,0.34,197,0
51,14730,5,2,0.1,0,18,16,7,Good,655,0.4,216,0
37,86771,8,3,0.18,5,29,19,8,Standard,85,0.35,162,1
49,143961,4,5,0.16,2,6,10,6,Standard,202,0.32,268,0
49,89427,6,5,0.09,0,27,15,2,Standard,1286,0.32,360,0
42,18280,5,7,0.17,1,19,16,7,Standard,556,0.33,201,0
36,77883,3,7,0.06,0,17,9,6,Good,656,0.39,368,0
42,7020,5,3,0.3,6,13,9,7,Standard,1514,0.35,184,1
50,39398,2,3,0.09,3,11,2,6,Good,62,0.33,300,1
50,72099,4,3,0.02,4,15,1,4,Good,1421,0.36,338,0
40,155673,3,6,0.03,2,20,6,4,Good,1198,0.33,317,1
28,18184,7,6,0.34,6,65,25,9,Bad,1494,0.39,188,0
26,49125,7,8,0.32,7,22,15,9,Bad,2575,0.33,176,0
51,109600,4,7,0.01,3,14,4,3,Good,141,0.28,228,0
53,16476,1,3,0.11,0,7,8,4,Good,303,0.25,198,1
42,18869,9,5,0.32,6,38,21,11,Bad,1935,0.34,116,1
31,19632,5,5,0.12,5,16,12,8,Standard,2157,0.34,226,0
36,17263,10,10,0.23,8,27,18,10,Bad,4149,0.26,165,0
37,67556,3,5,0.1,3,30,18,2,Standard,762,0.32,336,0
30,42900,8,5,0.17,4,18,13,6,Standard,2696,0.37,124,1
37,64829,5,6,0.19,2,29,9,5,Standard,169,0.42,255,0
36,18910,1,4,0.07,0,25,8,8,Good,912,0.34,305,1
26,31937,5,3,0.15,2,15,11,10,Standard,1934,0.34,124,1
27,92565,4,5,0.14,1,16,14,0,Standard,1236,0.43,198,0
23,16827,7,4,0.06,1,21,11,12,Standard,626,0.28,238,0
29,81610,6,3,0.14,1,10,13,10,Standard,1192,0.27,310,0
44,19675,5,3,0.01,0,10,7,3,Good,856,0.32,401,0
43,70580,5,3,0.04,4,2,3,3,Good,1362,0.32,382,0
54,41794,0,5,0.07,3,1,12,4,Good,302,0.28,316,0
54,43609,2,3,0.11,1,15,1,5,Good,1312,0.31,294,0
53,110443,8,3,0.08,2,29,15,5,Standard,1330,0.35,381,0
25,39323,7,3,0.34,3,22,13,7,Standard,1425,0.25,146,1
32,43450,0,3,0.04,2,6,0,2,Good,588,0.3,282,0
37,99952,3,6,0.03,3,10,4,0,Good,162,0.32,324,0
40,27377,5,7,0.15,4,28,8,10,Standard,982,0.31,230,0
35,15815,6,10,0.19,5,18,20,9,Bad,2344,0.32,171,1
44,16231,6,7,0.15,0,6,15,8,Standard,1375,0.33,350,0
51,20199,3,3,0.06,4,8,5,2,Good,1357,0.36,239,0
23,71096,6,3,0.18,1,26,5,5,Standard,1494,0.3,296,0
46,83718,4,5,0.09,0,23,15,2,Good,640,0.29,368,0
45,66940,3,4,0.14,4,9,10,6,Standard,352,0.31,378,0
39,20877,8,3,0.16,4,26,16,5,Standard,560,0.38,288,0
22,37755,8,6,0.23,2,46,19,12,Bad,2366,0.4,102,0
54,20867,6,6,0.05,3,5,19,2,Standard,912,0.24,269,0
36,56831,5,6,0.06,1,29,18,2,Standard,1179,0.26,354,0
45,80392,9,10,0.19,6,49,21,14,Bad,4287,0.4,32,1
25,17641,8,5,0.05,2,30,12,4,Standard,322,0.31,81,0
33,29101,8,10,0.28,2,49,15,7,Bad,1334,0.33,230,1
31,19167,6,10,0.25,9,36,17,12,Bad,3896,0.24,131,0
48,130832,4,6,0.12,2,9,12,6,Good,83,0.32,323,0
55,117955,3,2,0.05,3,7,1,7,Good,970,0.3,402,0
51,30373,3,5,0.04,3,13,9,1,Good,791,0.32,381,0
54,22084,0,7,0.09,0,6,11,4,Good,1234,0.34,358,1
27,88400,3,7,0.19,5,17,17,9,Standard,1214,0.33,134,0
24,28578,9,6,0.24,9,30,17,11,Bad,3224,0.39,34,0
25,19137,10,7,0.27,2,51,25,8,Bad,1461,0.36,185,1
47,110608,6,6,0.19,1,12,20,9,Standard,247,0.26,345,0
39,20547,6,4,0.13,1,20,17,4,Standard,942,0.31,213,0
45,83083,7,6,0.06,4,26,18,8,Standard,1100,0.39,222,0
30,78809,8,4,0.06,3,17,9,10,Standard,203,0.27,248,0
22,60401,6,6,0.27,6,45,26,13,Bad,2253,0.42,232,1
24,43608,7,7,0.23,6,27,20,10,Bad,1492,0.38,243,0
30,21803,5,4,0.05,0,6,4,2,Good,1315,0.31,266,0
30,13590,8,5,0.09,3,8,12,2,Good,170,0.35,351,0
46,63306,4,5,0.19,3,11,9,7,Standard,1203,0.39,340,0
47,115556,1,3,0.06,4,11,8,6,Good,1080,0.41,263,0
26,69761,6,3,0.08,2,27,19,3,Standard,535,0.35,316,0
33,134341,1,3,0.09,2,7,7,4,Good,408,0.3,188,1
28,125141,5,3,0.04,4,10,1,6,Good,377,0.41,352,0
30,68122,4,5,0.03,2,4,0,2,Good,1171,0.36,330,0
44,19337,5,4,0.17,1,7,19,5,Standard,449,0.28,228,0
28,43139,8,7,0.27,7,33,17,12,Bad,2449,0.3,214,1
36,22312,-1,3,0.04,3,9,8,3,Good,51,0.3,286,0
48,116396,0,4,0.07,3,4,5,1,Good,980,0.31,222,0
36,38978,6,7,0.11,3,29,8,1,Standard,894,0.37,396,0
23,10885,5,5,0.05,1,18,15,4,Standard,246,0.34,178,0
21,58452,3,5,0.02,0,2,4,5,Good,1437,0.37,215,1
54,28893,4,1,0.11,0,11,2,1,Good,224,0.39,270,0
41,12162,5,7,0.13,3,22,11,4,Standard,1179,0.37,370,0
21,147819,3,5,0.15,2,13,15,4,Standard,1205,0.27,329,0
41,43771,4,3,0.09,1,0,1,1,Good,1337,0.37,309,0
56,22133,5,6,0.05,0,18,8,6,Standard,1071,0.3,237,0
36,31341,7,9,0.33,9,15,23,14,Bad,4519,0.25,38,1
37,17943,4,3,0.06,3,24,19,10,Standard,1490,0.31,212,0
30,22709,6,5,0.19,2,20,11,8,Standard,412,0.36,320,0
38,18661,6,6,0.27,8,15,26,14,Bad,4736,0.26,132,1
30,9765,5,7,0.17,4,26,18,4,Standard,989,0.38,333,0
26,118124,3,3,0.05,1,18,13,4,Good,86,0.31,215,0
21,16038,3,4,0.15,0,9,14,7,Standard,984,0.32,228,0
23,31795,10,5,0.23,7,33,16,11,Bad,2053,0.33,101,1
45,56831,10,7,0.23,2,60,19,12,Bad,2551,0.3,204,0
24,21719,5,5,0.11,0,16,9,3,Good,557,0.33,279,1
38,39014,4,7,0.05,0,16,12,0,Good,1301,0.28,189,1
32,35589,4,6,0.14,4,5,11,8,Standard,1484,0.29,178,1
32,33470,7,5,0.1,1,6,13,8,Standard,1318,0.27,312,0
26,123050,3,3,0.07,3,9,11,0,Good,512,0.36,352,0
34,15717,1,5,0.08,1,0,8,1,Good,1020,0.26,377,0
21,22728,5,3,0.16,3,27,9,4,Standard,888,0.35,306,1
41,8135,7,7,0.17,9,62,24,8,Bad,4584,0.4,86,0
51,24749,4,4,0.19,1,29,10,9,Standard,1188,0.37,402,0
28,15701,7,7,0.01,4,7,18,3,Good,949,0.39,386,1
31,18390,9,10,0.26,6,49,19,10,Bad,3383,0.39,11,0
23,41694,1,7,0.05,3,4,2,3,Good,556,0.31,300,1
38,40085,6,6,0.18,5,45,12,12,Bad,2343,0.25,227,1
23,99237,4,7,0.1,3,9,10,4,Good,1317,0.28,202,0
34,9015,6,6,0.19,9,35,19,11,Bad,3664,0.35,64,1
24,16105,10,6,0.24,9,27,14,12,Bad,3388,0.27,108,1
32,17091,10,8,0.23,5,24,20,11,Bad,4047,0.4,101,1
22,29960,3,6,0.14,1,15,19,6,Standard,744,0.3,378,0
23,57586,4,7,0.01,0,9,8,3,Good,823,0.39,381,0
46,11646,7,4,0.07,0,26,9,6,Good,782,0.24,395,0
55,22434,3,3,0.17,1,10,20,1,Standard,13,0.27,399,0
43,28716,7,10,0.16,5,56,25,12,Bad,3530,0.35,96,1
25,111845,3,4,0.11,1,23,19,2,Standard,302,0.37,286,0
32,20168,5,7,0.19,7,17,10,9,Standard,2043,0.32,197,0
42,17908,5,4,0.12,2,10,12,1,Good,1456,0.3,227,0
37,84215,5,5,0.06,5,22,10,6,Standard,150,0.3,68,0
21,103007,1,3,0.04,3,9,3,5,Good,904,0.36,242,0
24,69740,5,1,0.09,2,7,2,0,Good,894,0.38,238,0
31,10455,6,5,0.12,3,11,19,0,Good,83,0.29,279,0
26,20099,7,6,0.09,2,16,10,12,Standard,401,0.39,226,0
28,50493,4,4,0.12,7,15,15,7,Standard,1453,0.4,180,0
37,8475,10,7,0.29,8,54,19,9,Bad,4399,0.25,17,0
30,93363,8,7,0.15,3,24,16,9,Standard,352,0.29,322,0
26,26013,7,6,0.05,3,19,19,1,Standard,515,0.25,252,0
48,97609,5,3,0.11,1,29,9,0,Standard,573,0.27,256,0
24,31182,10,7,0.33,7,40,17,9,Standard,2525,0.29,200,1
38,15597,8,5,0.09,5,12,20,6,Standard,741,0.29,69,0
50,36535,5,3,0.09,3,15,0,1,Good,557,0.4,246,0
46,9857,5,5,0.2,2,10,18,1,Standard,85,0.23,225,0
32,112990,8,4,0.09,4,13,14,4,Standard,992,0.35,376,0
33,12426,5,4,0.13,3,27,16,10,Standard,1399,0.34,107,0
43,100536,3,4,0.14,4,24,17,3,Standard,412,0.3,201,0
22,43925,1,3,0.07,0,0,6,0,Good,107,0.25,237,0
27,20434,5,1,0.02,0,14,7,2,Good,271,0.41,197,0
29,121933,8,5,0.19,0,7,7,0,Standard,586,0.29,264,0
31,15330,4,5,0.05,4,15,19,7,Good,672,0.25,221,0
32,14126,9,9,0.26,4,53,17,9,Standard,1673,0.39,93,1
26,15135,9,7,0.18,9,19,20,11,Bad,3668,0.31,88,1
44,31752,2,7,0.06,2,0,9,3,Good,146,0.4,292,0
44,53146,9,8,0.18,6,41,22,15,Bad,2202,0.3,176,1
35,14691,3,4,0.1,1,11,12,5,Good,196,0.33,338,0
48,148570,5,2,0.08,4,11,12,1,Good,147,0.35,372,0
23,7664,6,6,0.32,6,18,19,12,Bad,4332,0.29,129,0
28,20273,3,5,0.15,4,28,15,6,Standard,1278,0.24,167,1
54,49962,7,7,0.15,3,25,18,4,Standard,1175,0.4,390,0
36,19773,4,3,0.19,1,14,19,4,Standard,1019,0.26,281,0
54,35664,5,5,0.03,1,10,2,8,Good,724,0.35,287,1
37,10112,4,5,0.06,1,30,8,2,Standard,49,0.33,352,0
55,32227,3,6,0.06,2,4,10,2,Good,430,0.37,366,0
26,33101,6,10,0.29,6,16,20,10,Bad,1507,0.32,152,0
27,34762,8,8,0.15,6,48,26,9,Bad,3069,0.35,44,0
46,22961,8,6,0.18,2,20,17,1,Standard,1253,0.28,363,0
25,26921,5,7,0.17,4,23,17,4,Standard,124,0.33,276,0
22,56668,4,8,0.28,2,22,6,12,Standard,1627,0.28,114,0
32,45109,6,6,0.01,4,15,12,0,Standard,651,0.41,310,0
23,106168,0,4,0.09,3,2,11,4,Good,525,0.35,297,0
49,31653,3,7,0.09,2,5,3,6,Good,1250,0.4,291,0
33,38364,7,10,0.26,4,16,9,9,Standard,2661,0.33,102,0
38,59319,5,4,0.13,5,25,12,7,Standard,2569,0.37,71,0
33,114004,5,7,0.08,3,26,9,7,Standard,1051,0.36,221,0
26,16945,7,7,0.17,2,48,25,6,Bad,1286,0.26,236,1
51,90960,3,7,0.15,4,13,10,5,Standard,836,0.26,395,0
45,63382,10,9,0.24,7,28,8,10,Standard,2441,0.25,142,1
47,30564,4,4,0.02,1,15,10,1,Good,504,0.33,300,0
31,22229,6,4,0.05,3,10,10,9,Standard,1396,0.33,156,0
38,32955,6,6,0.08,2,29,9,1,Standard,315,0.34,227,0
38,65671,1,4,0.02,1,15,1,3,Good,1463,0.32,262,0
25,19070,3,5,0.11,3,14,5,3,Good,801,0.27,228,0
45,28566,6,6,0.15,6,22,18,8,Standard,479,0.35,215,0
22,7698,9,10,0.29,5,59,15,12,Bad,2573,0.31,66,1
36,62953,7,8,0.15,8,37,19,6,Bad,2829,0.26,83,0
41,93196,8,7,0.15,4,20,11,7,Standard,834,0.35,341,0
46,119885,3,3,0.2,1,26,12,4,Standard,538,0.34,321,0
55,17934,0,1,0.08,2,13,6,6,Good,1459,0.31,356,0
51,102940,6,6,0.1,3,18,13,4,Standard,185,0.4,328,0
37,16580,10,7,0.22,8,17,19,14,Bad,3019,0.37,172,1
37,131165,2,7,0.11,3,4,0,4,Good,124,0.3,212,0
25,112882,5,1,0.1,4,14,10,2,Good,722,0.38,351,0
44,98112,2,5,0.04,3,1,5,1,Good,579,0.4,380,0
39,16582,9,7,0.26,8,62,18,7,Bad,3824,0.35,89,0
32,19487,4,5,0.01,3,4,10,3,Good,246,0.28,398,0
49,31638,7,3,0.14,3,24,11,2,Standard,607,0.38,300,0
34,19123,6,6,0.3,6,16,24,12,Bad,3080,0.26,11,0
39,19815,7,10,0.19,8,41,20,9,Bad,3501,0.3,16,1
32,16383,6,4,0.1,5,13,18,5,Standard,1571,0.32,166,1
42,42265,7,5,0.32,6,29,10,8,Standard,2107,0.35,166,0
46,37731,1,6,0.06,0,21,9,5,Good,1204,0.33,246,1
27,44657,4,3,0.02,3,14,5,0,Good,1325,0.39,227,0
23,12860,4,7,0.05,1,22,19,9,Good,809,0.38,357,1
55,107193,6,5,0.1,3,15,13,4,Good,230,0.34,340,0
38,32579,7,6,0.11,4,16,10,9,Standard,237,0.39,354,0
36,75306,2,4,0.06,3,3,2,2,Good,103,0.27,377,0
22,25433,4,4,0.16,0,20,14,8,Standard,939,0.36,299,0
22,18738,10,6,0.2,9,20,17,8,Bad,2748,0.33,20,0
51,48615,4,7,0.15,4,29,11,6,Standard,1235,0.35,202,0
30,19606,5,3,0.31,4,20,8,10,Standard,1812,0.26,137,1
43,17286,3,3,0.17,1,9,17,3,Standard,757,0.38,291,0
34,17260,3,3,0.18,7,13,15,11,Standard,1496,0.39,203,0
42,77245,2,5,0.18,3,30,18,9,Standard,1251,0.29,285,0
55,80027,3,1,0.02,4,5,8,4,Good,21,0.39,332,0
55,94639,3,4,0.16,3,12,14,0,Standard,680,0.28,340,0
46,21252,4,5,0.09,2,24,10,6,Good,261,0.35,320,0
40,77095,9,8,0.2,8,55,18,10,Bad,3106,0.25,29,1
43,33208,0,7,0.09,4,6,4,5,Good,407,0.33,344,0
53,107280,5,5,0.1,1,30,13,4,Standard,1028,0.31,252,0
22,157299,3,6,0.08,0,11,3,2,Good,651,0.46,400,0
49,28420,2,5,0.04,4,9,11,3,Good,433,0.41,293,0
36,47458,3,3,0.08,4,5,14,6,Standard,566,0.36,89,1
25,32669,3,4,0.07,1,14,14,2,Standard,154,0.39,234,0
52,39057,0,5,0.1,4,7,2,4,Good,359,0.28,404,0
44,8265,7,10,0.18,6,40,15,14,Standard,2256,0.25,71,0
26,17965,7,8,0.32,2,47,10,10,Standard,2654,0.26,242,1
24,42474,8,5,0.29,2,19,19,7,Standard,2637,0.25,153,0
38,71111,8,6,0.14,2,26,15,9,Standard,1085,0.27,128,1
45,92561,8,3,0.15,3,21,10,3,Standard,267,0.27,201,0
54,26693,7,5,0.06,4,13,20,6,Standard,592,0.32,261,1
30,75354,8,10,0.31,9,62,22,7,Bad,2697,0.33,120,1
24,90783,4,3,0.03,0,26,18,5,Good,54,0.41,263,0
38,87629,5,6,0.17,4,20,18,6,Standard,526,0.27,286,0
25,14539,8,8,0.18,7,36,25,8,Bad,2685,0.37,150,1
41,56270,6,3,0.16,2,9,21,9,Standard,1570,0.35,155,0
55,30412,3,4,0.14,0,11,7,2,Standard,1220,0.34,330,0
34,9999,8,6,0.14,3,7,12,2,Standard,153,0.31,339,0
27,38493,4,4,0.15,2,23,20,4,Standard,2489,0.32,90,0
52,21662,3,5,0.01,1,10,8,6,Good,646,0.35,196,1
33,94609,7,7,0.07,1,21,6,6,Standard,707,0.27,354,0
25,28352,4,4,0.07,3,4,0,0,Good,1085,0.23,202,0
24,15875,6,7,0.18,7,62,12,8,Standard,2465,0.27,126,1
34,19667,10,9,0.19,8,28,16,10,Bad,4526,0.32,75,0
24,38049,7,8,0.28,8,40,20,10,Bad,3143,0.39,72,1
26,85721,4,3,0.08,0,14,4,4,Good,1149,0.32,376,1
28,21060,5,6,0.2,4,21,12,7,Standard,1072,0.25,201,0
24,66250,8,6,0.18,7,49,10,8,Standard,2073,0.26,75,0
49,17258,4,7,0.1,0,0,12,1,Good,741,0.24,402,0
39,15251,6,6,0.18,5,22,16,8,Standard,1889,0.26,69,0
33,128501,3,8,0.07,3,10,3,0,Good,833,0.37,352,0
36,8308,10,9,0.2,7,27,11,11,Standard,2683,0.38,195,1
46,31501,5,3,0.16,2,23,13,3,Standard,333,0.38,363,0
38,15108,6,10,0.31,5,31,15,14,Bad,3650,0.23,76,0
45,7807,4,6,0.13,2,14,20,4,Standard,692,0.38,84,0
21,8373,6,8,0.27,6,35,15,10,Bad,3625,0.36,23,0
32,34433,7,3,0.07,0,22,16,1,Standard,1408,0.23,388,0
31,40115,8,4,0.09,4,15,18,13,Standard,28,0.26,195,0
32,14834,7,5,0.17,6,35,22,6,Bad,4183,0.4,144,1
44,35871,3,6,0.06,1,17,4,5,Good,176,0.33,335,0
27,16962,10,10,0.17,9,54,17,7,Bad,3782,0.32,22,1
44,45033,5,6,0.21,2,22,18,10,Standard,2381,0.34,212,0
25,52454,8,6,0.24,7,25,25,11,Bad,2429,0.36,102,1
22,43062,6,10,0.23,2,55,20,13,Standard,2169,0.3,183,1
27,21301,0,1,0.09,0,0,14,6,Good,1496,0.35,371,0
26,62854,10,5,0.23,7,39,18,11,Bad,2563,0.32,136,1
53,35812,7,7,0.1,4,29,12,0,Standard,367,0.34,371,0
24,138395,4,5,0.15,1,5,13,9,Standard,596,0.41,93,0
43,79172,8,4,0.14,5,16,12,12,Standard,2519,0.24,123,0
31,38310,8,6,0.2,3,30,17,10,Standard,1616,0.34,95,0
53,97536,2,4,0.02,2,11,8,1,Good,791,0.37,226,0
49,21623,2,4,0.1,2,8,10,5,Good,569,0.37,192,0
56,88799,5,3,0.07,3,10,11,5,Good,1061,0.34,287,0
47,70164,5,5,0.13,0,28,18,6,Standard,1471,0.34,270,0
42,60986,6,6,0.15,1,9,18,8,Standard,760,0.38,248,0
40,19181,10,7,0.29,8,45,22,12,Bad,2404,0.23,111,1
46,70256,1,4,0.06,1,27,2,2,Good,859,0.35,230,1
29,179193,5,3,0.08,1,1,5,5,Good,449,0.3,262,0
24,90216,4,2,0.12,1,10,8,2,Good,9,0.34,249,0
36,21945,2,6,0.02,4,6,4,8,Good,202,0.39,297,0
